This list contains all games supported by FB Alpha.

8595 games supported in total; X = excluded from build; D = included in debug build only; NW = not working

  name		  status  full name						  parent	  year	  company	  hardware	  remarks
+---------------+-------+-------------------------------------------------------+---------------+-------+---------------+---------------+---------------------------------------+
| riotcity	|  	| Riot City (Japan)					| 		| 1991	| Sega / Westone| System 16B	| 					|
| md_riserobo	|  	| Rise of the Robots (Euro)				| 		| 1994	| Acclaim Entert| Sega Megadrive| 					|
| gg_riserobo	|  	| Rise of the Robots (Euro, USA)			| 		| 1994	| Time Warner In| Sega Game Gear| 					|
| md_risk	|  	| Risk (USA)						| 		| 1994	| Parker Brother| Sega Megadrive| 					|
| riskchal	|  	| Risky Challenge					| 		| 1993	| Irem		| M90		| Unemulated CPU functions		|
| md_riskyw	|  	| Risky Woods (Euro, USA)				| 		| 1992	| Electronic Art| Sega Megadrive| 					|
| md_ristar1	|  	| Ristar (Euro, USA, 199408)				| md_ristar	| 1994	| Sega		| Sega Megadrive| 					|
| md_ristar	|  	| Ristar (Euro, USA, 199409)				| 		| 1994	| Sega		| Sega Megadrive| 					|
| md_ristarp4	|  	| Ristar (Prototype, 19940701)				| md_ristar	| 1994	| Sega		| Sega Megadrive| 					|
| md_ristarp3	|  	| Ristar (Prototype, 19940718)				| md_ristar	| 1994	| Sega		| Sega Megadrive| 					|
| md_ristarp2	|  	| Ristar (Prototype, 19940812)				| md_ristar	| 1994	| Sega		| Sega Megadrive| 					|
| md_ristarp1	|  	| Ristar (Prototype, 19940826)				| md_ristar	| 1994	| Sega		| Sega Megadrive| 					|
| md_ristarj	|  	| Ristar - The Shooting Star (Jpn, Kor)			| md_ristar	| 1995	| Sega		| Sega Megadrive| 					|
| gg_ristarp5	|  	| Ristar - The Shooting Star (Prototype, 19940909)	| gg_ristar	| 1994	| Sega		| Sega Game Gear| 					|
| gg_ristarp4	|  	| Ristar - The Shooting Star (Prototype, 19941019)	| gg_ristar	| 1994	| Sega		| Sega Game Gear| 					|
| gg_ristarp3	|  	| Ristar - The Shooting Star (Prototype, 19941026)	| gg_ristar	| 1994	| Sega		| Sega Game Gear| 					|
| gg_ristarp2	|  	| Ristar - The Shooting Star (Prototype, 19941101)	| gg_ristar	| 1994	| Sega		| Sega Game Gear| 					|
| gg_ristarp1	|  	| Ristar - The Shooting Star (Prototype, 19941102)	| gg_ristar	| 1994	| Sega		| Sega Game Gear| 					|
| gg_ristar	|  	| Ristar - The Shooting Star (World)			| 		| 1995	| Sega		| Sega Game Gear| 					|
| cv_riveraid	|  	| River Raid						| 		| 1984	| Activision	| ColecoVision	| 					|
| md_rrash3	|  	| Road 3 Rash - Tour de Force (Euro, USA)		| 		| 1995	| Electronic Art| Sega Megadrive| 					|
| md_rrash3p	|  	| Road 3 Rash - World Warriors (USA, Prototype)		| md_rrash3	| 1995	| Electronic Art| Sega Megadrive| 					|
| sms_roadfght	|  	| Road Fighter (Kor)					| 		| 19??	| Unknown	| Sega Master Sy| 					|
| sg1k_roadfght	|  	| Road Fighter (Tw)					| 		| 1986?	| Jumbo?	| Sega SG-1000	| 					|
| gg_roadrash	|  	| Road Rash (Euro)					| 		| 1993	| U.S. Gold	| Sega Game Gear| 					|
| sms_roadrash	|  	| Road Rash (Euro, Bra)					| 		| 1993	| U.S. Gold	| Sega Master Sy| 					|
| md_roadrash	|  	| Road Rash (Euro, USA)					| 		| 1991	| Electronic Art| Sega Megadrive| 					|
| gg_roadrashu	|  	| Road Rash (USA)					| gg_roadrash	| 1993	| U.S. Gold	| Sega Game Gear| 					|
| md_rrash2a	|  	| Road Rash II (Euro, USA)				| md_rrash2	| 1992	| Electronic Art| Sega Megadrive| 					|
| md_rrash2	|  	| Road Rash II (Euro, USA, v1.2)			| 		| 1992	| Electronic Art| Sega Megadrive| 					|
| md_rrash2j	|  	| Road Rash II (Jpn)					| md_rrash2	| 1993	| Electronic Art| Sega Megadrive| 					|
| md_roadblstj	|  	| RoadBlasters (Jpn)					| md_roadblst	| 1992	| Tengen	| Sega Megadrive| 					|
| md_roadblst	|  	| RoadBlasters (USA)					| 		| 1991	| Tengen	| Sega Megadrive| 					|
| cv_robinh	|  	| Robin Hood						| 		| 1984	| Xonox		| ColecoVision	| 					|
| cv_robinha	|  	| Robin Hood (Alt)					| cv_robinh	| 1984	| Xonox		| ColecoVision	| 					|
| roboarmy	|  	| Robo Army (set 1)					| 		| 1991	| SNK		| Neo Geo MVS	| 					|
| roboarma	|  	| Robo Army (set 2)					| roboarmy	| 1991	| SNK		| Neo Geo MVS	| 					|
| robocopi	|  	| Robocop (Intro demo)					| 		| 2009	| Sergi		| Neo Geo MVS	| You must use the Universe BIOS and set|
| robocopj	|  	| Robocop (Japan)					| robocop	| 1988	| Data East Corp| DEC0		| 					|
| robocopb2	|  	| Robocop (Red Corporation World bootleg)		| robocop	| 1989	| bootleg	| DEC0		| 					|
| robocopu0	|  	| Robocop (US revision 0)				| robocop	| 1988	| Data East USA	| DEC0		| 					|
| robocopu	|  	| Robocop (US revision 1)				| robocop	| 1988	| Data East USA	| DEC0		| 					|
| robocopb	|  	| Robocop (World bootleg)				| robocop	| 1988	| bootleg	| DEC0		| 					|
| robocopw	|  	| Robocop (World revision 3)				| robocop	| 1988	| Data East Corp| DEC0		| 					|
| robocop	|  	| Robocop (World revision 4)				| 		| 1988	| Data East Corp| DEC0		| 					|
| robocop2	|  	| Robocop 2 (Euro/Asia v0.10)				| 		| 1991	| Data East Corp| DECO IC16	| 					|
| robocop2j	|  	| Robocop 2 (Japan v0.11)				| robocop2	| 1991	| Data East Corp| DECO IC16	| 					|
| robocop2ua	|  	| Robocop 2 (US v0.05)					| robocop2	| 1991	| Data East Corp| DECO IC16	| 					|
| robocop2u	|  	| Robocop 2 (US v0.10)					| robocop2	| 1991	| Data East Corp| DECO IC16	| 					|
| sms_robocop3	|  	| RoboCop 3 (Euro, Bra)					| 		| 1993	| Flying Edge	| Sega Master Sy| 					|
| md_robocop3	|  	| RoboCop 3 (Euro, USA)					| 		| 1993	| Flying Edge	| Sega Megadrive| 					|
| gg_robocop3	|  	| RoboCop 3 (World)					| 		| 1993	| Flying Edge	| Sega Game Gear| 					|
| md_roboterm	|  	| RoboCop versus The Terminator (Euro)			| 		| 1994	| Virgin Interac| Sega Megadrive| 					|
| sms_roboterm	|  	| RoboCop versus The Terminator (Euro, Bra)		| 		| 1993	| Virgin Interac| Sega Master Sy| 					|
| gg_roboterm	|  	| RoboCop versus The Terminator (Euro, USA)		| 		| 1993	| Virgin Interac| Sega Game Gear| 					|
| md_robotermj	|  	| RoboCop versus The Terminator (Jpn, Kor)		| md_roboterm	| 1994	| Virgin Interac| Sega Megadrive| 					|
| md_robotermp	|  	| RoboCop versus The Terminator (Prototype)		| md_roboterm	| 1994	| Virgin Interac| Sega Megadrive| 					|
| md_robotermp1	|  	| Robocop Versus The Terminator (Prototype, Alt)	| md_roboterm	| 1994	| Virgin Interac| Sega Megadrive| 					|
| md_robotermu	|  	| RoboCop versus The Terminator (USA)			| md_roboterm	| 1994	| Virgin Games	| Sega Megadrive| 					|
| md_robotbat	|  	| Robot Battler (Jpn, SegaNet)				| 		| 1991	| Sega		| Sega Megadrive| 					|
| md_robowrek	|  	| Robot Wreckage (USA, Prototype)			| 		| 199?	| <unknown>	| Sega Megadrive| 					|
| cv_rocnrope	|  	| Roc 'n Rope						| 		| 1984	| Coleco	| ColecoVision	| 					|
| rocnrope	|  	| Roc'n Rope						| 		| 1983	| Konami	| GX364		| 					|
| rocnropek	|  	| Roc'n Rope (Kosuka)					| rocnrope	| 1983	| Konami / Kosuk| GX364		| 					|
| cv_rockbolt	|  	| Rock 'n Bolt						| 		| 1984	| Telegames	| ColecoVision	| 					|
| cv_rockbolta	|  	| Rock 'n Bolt (Alt)					| cv_rockbolt	| 1984	| Telegames	| ColecoVision	| 					|
| rockclim	|  	| Rock Climber						| 		| 1981	| Taito		| Galaxian	| 					|
| rockduck	|  	| Rock Duck (prototype?)				| 		| 1983	| Datel SAS	| Miscellaneous	| incorrect colors			|
| sg1k_rocknbol	|  	| Rock n' Bolt (Jpn)					| 		| 1985	| Sega		| Sega SG-1000	| 					|
| md_rnrracin	|   NW	| Rock n' Roll Racing (Euro)				| 		| 1994	| Interplay	| Sega Megadrive| 					|
| md_rnrracinu	|   NW	| Rock n' Roll Racing (USA)				| md_rnrracin	| 1994	| Interplay	| Sega Megadrive| 					|
| rockn3	|  	| Rock'n 3 (Japan)					| 		| 1999	| Jaleco	| Miscellaneous	| 					|
| rockn4	|  	| Rock'n 4 (Japan, prototype)				| 		| 2000	| Jaleco / PCCWJ| Miscellaneous	| 					|
| rockragea	|  	| Rock'n Rage (prototype?)				| rockrage	| 1986	| Konami	| GX620		| 					|
| rockrage	|  	| Rock'n Rage (World)					| 		| 1986	| Konami	| GX620		| 					|
| rockn		|  	| Rock'n Tread (Japan)					| 		| 1999	| Jaleco	| Miscellaneous	| 					|
| rockna	|  	| Rock'n Tread (Japan, alternate)			| rockn		| 1999	| Jaleco	| Miscellaneous	| 					|
| rockn2	|  	| Rock'n Tread 2 (Japan)				| 		| 1999	| Jaleco	| Miscellaneous	| 					|
| pce_rockon	|  	| Rock-on						| 		| 1989	| Big Club	| PC Engine	| 					|
| md_rocket	|  	| Rocket Knight Adventures (Euro)			| 		| 1993	| Konami	| Sega Megadrive| 					|
| md_rocketj	|  	| Rocket Knight Adventures (Jpn)			| md_rocket	| 1993	| Konami	| Sega Megadrive| 					|
| md_rocketu	|  	| Rocket Knight Adventures (USA)			| md_rocket	| 1993	| Konami	| Sega Megadrive| 					|
| rockmanj	|  	| Rockman - the power battle (950922 Japan)		| megaman	| 1995	| Capcom	| CPS1		| 					|
| rockman2j	|  	| Rockman 2 - the power fighters (960708 Japan)		| megaman2	| 1996	| Capcom	| CPS2		| 					|
| md_rockman	|  	| Rockman Mega World (Jpn)				| md_megaman	| 1994	| Capcom	| Sega Megadrive| 					|
| md_rockman1	|  	| Rockman Mega World (Jpn, Alt)				| md_megaman	| 1994	| Capcom	| Sega Megadrive| 					|
| md_rockmnx3	|  	| Rockman X3						| 		| 199?	| <unlicensed>	| Sega Megadrive| 					|
| rmancp2j	|  	| Rockman: The Power Battle (950922 Japan)		| megaman	| 1999	| Capcom	| CPS2		| 					|
| sms_rocky	|  	| Rocky (World)						| 		| 1987	| Sega		| Sega Master Sy| 					|
| cv_rocky	|  	| Rocky: Super Action Boxing				| 		| 1983	| Coleco	| ColecoVision	| 					|
| rodlandjb	|  	| Rod-Land (Japan bootleg)				| rodland	| 1990	| bootleg	| Mega System 1	| 					|
| rodlandj	|  	| Rod-Land (Japan)					| rodland	| 1990	| Jaleco	| Mega System 1	| 					|
| rodland	|  	| Rod-Land (World)					| 		| 1990	| Jaleco	| Mega System 1	| 					|
| md_mvpbb	|  	| Roger Clements MVP Baseball (USA)			| 		| 1992	| Flying Edge	| Sega Megadrive| 					|
| rohga1	|  	| Rohga Armor Force (Asia/Europe v3.0 Set 1)		| rohga		| 1991	| Data East Corp| DECO IC16	| 					|
| rohga2	|  	| Rohga Armor Force (Asia/Europe v3.0 Set 2)		| rohga		| 1991	| Data East Corp| DECO IC16	| 					|
| rohga		|  	| Rohga Armor Force (Asia/Europe v5.0)			| 		| 1991	| Data East Corp| DECO IC16	| 					|
| rohgah	|  	| Rohga Armor Force (Hong Kong v3.0)			| rohga		| 1991	| Data East Corp| DECO IC16	| 					|
| rohgau	|  	| Rohga Armor Force (US v1.0)				| rohga		| 1991	| Data East Corp| DECO IC16	| 					|
| rollergj	|  	| Rollergames (Japan)					| rollerg	| 1991	| Konami	| GX999		| 					|
| rollerg	|  	| Rollergames (US)					| 		| 1991	| Konami	| GX999		| 					|
| rthunder0	|  	| Rolling Thunder (oldest)				| rthunder	| 1986	| Namco		| System 86	| 					|
| rthunder1	|  	| Rolling Thunder (rev 1)				| rthunder	| 1986	| Namco		| System 86	| 					|
| rthunder2	|  	| Rolling Thunder (rev 2)				| rthunder	| 1986	| Namco		| System 86	| 					|
| rthunder	|  	| Rolling Thunder (rev 3)				| 		| 1986	| Namco		| System 86	| 					|
| md_rthun2	|  	| Rolling Thunder 2 (Euro)				| 		| 1991	| Namco		| Sega Megadrive| 					|
| md_rthun2j	|  	| Rolling Thunder 2 (Jpn)				| md_rthun2	| 1991	| Namcot	| Sega Megadrive| 					|
| md_rthun2u	|  	| Rolling Thunder 2 (USA)				| md_rthun2	| 1991	| Namco		| Sega Megadrive| 					|
| md_rthun3	|  	| Rolling Thunder 3 (USA)				| 		| 1993	| Namco		| Sega Megadrive| 					|
| cv_rollover	|  	| Rolloverture						| 		| 1983	| Sunrise Softwa| ColecoVision	| 					|
| md_rolo	|  	| Rolo to the Rescue (Euro, USA)			| 		| 1992	| Electronic Art| Sega Megadrive| 					|
| md_roman3k2	|  	| Romance of the Three Kingdoms II (USA)		| 		| 1991	| Koei		| Sega Megadrive| 					|
| md_roman3k3	|  	| Romance of the Three Kingdoms III - Dragon of Destiny | 		| 1993	| Koei		| Sega Megadrive| 					|
| md_dinho98	|  	| Ronaldinho 98 (Pirate)				| md_issdx	| 199?	| <unlicensed>	| Sega Megadrive| 					|
| ropeman	|  	| Ropeman (bootleg of Roc'n Rope)			| rocnrope	| 1983	| bootleg	| GX364		| 					|
| route16bl	|  	| Route 16 (bootleg)					| route16	| 1981	| bootleg (Leisu| Route 16	| 					|
| route16	|  	| Route 16 (set 1)					| 		| 1981	| Tehkan/Sun (Ce| Route 16	| 					|
| route16a	|  	| Route 16 (set 2)					| route16	| 1981	| Tehkan/Sun (Ce| Route 16	| 					|
| route16c	|  	| Route 16 (set 3, bootleg?)				| route16	| 1981	| Tehkan/Sun (Ce| Route 16	| 					|
| routex	|  	| Route X (bootleg)					| route16	| 1981	| bootleg	| Route 16	| 					|
| rascot	| D	| Royal Ascot						| 		| 19??	| ????		| X-Board	| 					|
| md_royalbld	|  	| Royal Blood (Jpn)					| md_gemfire	| 1992	| Koei		| Sega Megadrive| 					|
| gg_royalstn	|  	| Royal Stone - Hirakareshi Toki no Tobira (Jpn)	| 		| 1995	| Sega		| Sega Game Gear| 					|
| md_rugbywc	|  	| Rugby World Cup 1995 (Euro, USA)			| 		| 1994	| Electronic Art| Sega Megadrive| 					|
| rumba		|  	| Rumba Lumber						| 		| 1984	| Taito		| Miscellaneous	| 					|
| runark	|  	| Runark (Japan)					| growl		| 1990	| Taito Corporat| Taito-F2	| 					|
| md_runark	|  	| Runark (Jpn, Kor)					| md_growl	| 1991	| Taito		| Sega Megadrive| 					|
| sms_running	|  	| Running Battle (Euro, Bra)				| 		| 1991	| Sega		| Sega Master Sy| 					|
| rushcrsh	|  	| Rush & Crash (Japan)					| srumbler	| 1986	| Capcom	| Miscellaneous	| 					|
| rushatck	|  	| Rush'n Attack (US)					| gberet	| 1985	| Konami	| GX577		| 					|
| rygar		|  	| Rygar (US set 1)					| 		| 1986	| Tecmo		| Miscellaneous	| 					|
| rygar2	|  	| Rygar (US set 2)					| rygar		| 1986	| Tecmo		| Miscellaneous	| 					|
| rygar3	|  	| Rygar (US set 3 Old Version)				| rygar		| 1986	| Tecmo		| Miscellaneous	| 					|
| rygarb	|  	| Rygar (US, bootleg)					| rygar		| 1986	| Tecmo		| Miscellaneous	| 					|
| ryujin	|  	| Ryu Jin (Japan)					| 		| 1993	| Taito Corporat| Taito B System| 					|
| ryukyud	|  	| RyuKyu (Japan, FD1094 317-5023 decrypted)		| ryukyu	| 1990	| Success / Sega| System 16B	| 					|
| ryukyu	|  	| RyuKyu (Japan, FD1094 317-5023)			| 		| 1990	| Success / Sega| System 16B	| 					|
| md_ryukoken	|  	| Ryuuko no Ken (Jpn)					| md_aof	| 1994	| Sega		| Sega Megadrive| 					|
| pce_ryukyu	|  	| Ryuukyuu						| 		| 1990	| Face		| PC Engine	| 					|
| gg_ryukyu	|  	| Ryuukyuu (Jpn)					| gg_solitarp	| 1991	| Face		| Sega Game Gear| 					|
| sms_saposos	|  	| S.O.S Lagoa Poluida (Bra)				| sms_astrow	| 1995	| Tec Toy	| Sega Master Sy| 					|
| spyu		|  	| S.P.Y. - Special Project Y (US ver. M)		| spy		| 1989	| Konami	| GX857		| 					|
| spy		|  	| S.P.Y. - Special Project Y (World ver. N)		| 		| 1989	| Konami	| GX857		| 					|
| srdmissn	|  	| S.R.D. Mission					| 		| 1986	| Taito Corporat| Kyugo		| 					|
| md_manover	|   NW	| S.S. Lucifer - Man Overboard! (Euro)			| 		| 1994	| Codemasters	| Sega Megadrive| 					|
| gg_sslucifr	|  	| S.S. Lucifer - Man Overboard! (Euro)			| 		| 1994	| Codemasters	| Sega Game Gear| 					|
| ssmissin	|  	| S.S. Mission						| 		| 1992	| Comad		| NMK16		| 					|
| svgpcb	|  	| S.V.G. - Spectral vs Generation (V100, Japan, Single P| svg		| 2005	| IGS		| PolyGameMaster| 					|
| svgtw		| D NW	| S.V.G. - Spectral vs Generation (V100, Taiwan)	| svg		| 2005	| IGS		| PolyGameMaster| Incomplete dump			|
| svg		|  	| S.V.G. - Spectral vs Generation (V200, China)		| 		| 2005	| IGS		| PolyGameMaster| 					|
| sabotenb	|  	| Saboten Bombers (set 1)				| 		| 1992	| NMK / Tecmo	| NMK16		| 					|
| sabotenba	|  	| Saboten Bombers (set 2)				| sabotenb	| 1992	| NMK / Tecmo	| NMK16		| 					|
| pce_sadaki7	|  	| Sadakichi 7 Series - Hideyoshi no Ougon		| 		| 1988	| Hudson	| PC Engine	| 					|
| sadari	|  	| Sadari						| 		| 1993	| Dooyong (NTC l| Miscellaneous	| 					|
| sg1k_safarihu	|  	| Safari Hunting (Jpn)					| 		| 1983	| Sega		| Sega SG-1000	| 					|
| sg1k_safarihut|  	| Safari Hunting (Tw)					| sg1k_safarihu	| 1983?	| Aaronix	| Sega SG-1000	| 					|
| sg1k_safarirc	|  	| Safari Race (Euro?)					| 		| 1988	| Sega		| Sega SG-1000	| 					|
| sg1k_safarircj|  	| Safari Race (Jpn)					| sg1k_safarirc	| 1984	| Sega		| Sega SG-1000	| 					|
| sg1k_safarirct|  	| Safari Race (Tw)					| sg1k_safarirc	| 1984?	| Aaronix	| Sega SG-1000	| 					|
| sms_sagaia	|  	| Sagaia (Euro, Bra)					| 		| 1992	| Sega		| Sega Master Sy| 					|
| md_sagaia	|  	| Sagaia (USA)						| 		| 1991	| Taito		| Sega Megadrive| 					|
| saiyugoub1	|  	| Sai Yu Gou Ma Roku (Japan bootleg 1)			| chinagat	| 1988	| bootleg	| Miscellaneous	| missing some sounds			|
| saiyugoub2	|  	| Sai Yu Gou Ma Roku (Japan bootleg 2)			| chinagat	| 1988	| bootleg	| Miscellaneous	| 					|
| saiyugou	|  	| Sai Yu Gou Ma Roku (Japan)				| chinagat	| 1988	| Technos Japan	| Miscellaneous	| 					|
| nspiritj	|  	| Saigo no Nindou (Japan)				| nspirit	| 1988	| Irem		| M72		| 					|
| pce_saigonin	|  	| Saigo no Nindou - Ninja Spirit			| 		| 1990	| Irem		| PC Engine	| 					|
| stdragonb	|  	| Saint Dragon (bootleg)				| stdragon	| 1989	| Jaleco	| Mega System 1	| 					|
| stdragon	|  	| Saint Dragon (set 1)					| 		| 1989	| Jaleco	| Mega System 1	| 					|
| stdragona	|  	| Saint Dragon (set 2)					| stdragon	| 1989	| Jaleco	| Mega System 1	| 					|
| md_sswordj	|  	| Saint Sword (Jpn)					| md_ssword	| 1991	| Taito		| Sega Megadrive| 					|
| md_ssword	|  	| Saint Sword (USA)					| 		| 1991	| Taito		| Sega Megadrive| 					|
| pce_salamand	|  	| Salamander						| 		| 1991	| Konami	| PC Engine	| 					|
| salamand	|  	| Salamander (version D)				| 		| 1986	| Konami	| GX587		| 					|
| salamandj	|  	| Salamander (version J)				| salamand	| 1986	| Konami	| GX587		| 					|
| samesame	|  	| Same! Same! Same! (2 player alternating ver.)		| fireshrk	| 1989	| Toaplan	| Toaplan BCU-2 | No sound				|
| md_samesame	|  	| Same! Same! Same! (Jpn)				| md_fireshrk	| 1990	| Toaplan	| Sega Megadrive| 					|
| samesame2	|  	| Same! Same! Same!					| fireshrk	| 1989	| Toaplan	| Toaplan BCU-2 | No sound				|
| samenew	|  	| Same! Same! Same! NEW VER! (v1.00, hack by Trap15)	| fireshrk	| 1989	| Hack / Trap15	| Toaplan BCU-2 | No sound				|
| cv_sammylf	|  	| Sammy Lightfoot					| 		| 1983	| Sierra On-Line| ColecoVision	| 					|
| cv_sammylfa	|  	| Sammy Lightfoot (Alt)					| cv_sammylf	| 1983	| Sierra On-Line| ColecoVision	| 					|
| samuraia	|  	| Samurai Aces (World)					| 		| 1993	| Psikyo / Banpr| Psikyo 68EC020| 					|
| tsamuraih	|  	| Samurai Nihon-Ichi (bootleg, harder)			| tsamurai	| 1985	| bootleg	| Miscellaneous	| 					|
| tsamurai	|  	| Samurai Nihon-Ichi (set 1)				| 		| 1985	| Kaneko / Taito| Miscellaneous	| 					|
| tsamurai2	|  	| Samurai Nihon-Ichi (set 2)				| tsamurai	| 1985	| Kaneko / Taito| Miscellaneous	| 					|
| md_samsho	|  	| Samurai Shodown (Euro)				| 		| 1994	| Takara	| Sega Megadrive| 					|
| gg_samsho	|  	| Samurai Shodown (USA)					| 		| 1994	| Takara	| Sega Game Gear| 					|
| md_samshou	|  	| Samurai Shodown (USA)					| md_samsho	| 1994	| Takara	| Sega Megadrive| 					|
| samshoh	|  	| Samurai Shodown / Samurai Spirits (NGH-045)		| samsho	| 1993	| SNK		| Neo Geo MVS	| 					|
| samsho	|  	| Samurai Shodown / Samurai Spirits (NGM-045)		| 		| 1993	| SNK		| Neo Geo MVS	| 					|
| samshoa	|  	| Samurai Shodown / Samurai Spirits (NGM-045, alternate | samsho	| 1993	| SNK		| Neo Geo MVS	| 					|
| samsho2	|  	| Samurai Shodown II / Shin Samurai Spirits - Haohmaru j| 		| 1994	| SNK		| Neo Geo MVS	| 					|
| samsho3h	|  	| Samurai Shodown III / Samurai Spirits - Zankurou Musou| samsho3	| 1995	| SNK		| Neo Geo MVS	| 					|
| samsho3	|  	| Samurai Shodown III / Samurai Spirits - Zankurou Musou| 		| 1995	| SNK		| Neo Geo MVS	| 					|
| samsho4	|  	| Samurai Shodown IV - Amakusa's Revenge / Samurai Spiri| 		| 1996	| SNK		| Neo Geo MVS	| 					|
| samsho5b	|  	| Samurai Shodown V / Samurai Spirits Zero (bootleg)	| samsho5	| 2003	| bootleg	| Neo Geo MVS	| 					|
| samsho5x	|  	| Samurai Shodown V / Samurai Spirits Zero (hack of XBOX| samsho5	| 2003	| hack		| Neo Geo MVS	| 					|
| samsho5h	|  	| Samurai Shodown V / Samurai Spirits Zero (NGH-2700)	| samsho5	| 2003	| Yuki Enterpris| Neo Geo MVS	| 					|
| samsho5	|  	| Samurai Shodown V / Samurai Spirits Zero (NGM-2700)	| 		| 2003	| Yuki Enterpris| Neo Geo MVS	| 					|
| samsh5spho	|  	| Samurai Shodown V Special / Samurai Spirits Zero Speci| samsh5sp	| 2004	| Yuki Enterpris| Neo Geo MVS	| 					|
| samsh5sph	|  	| Samurai Shodown V Special / Samurai Spirits Zero Speci| samsh5sp	| 2004	| Yuki Enterpris| Neo Geo MVS	| 					|
| samsh5sp	|  	| Samurai Shodown V Special / Samurai Spirits Zero Speci| 		| 2004	| Yuki Enterpris| Neo Geo MVS	| 					|
| md_samspir	|  	| Samurai Spirits (Jpn)					| md_samsho	| 1994	| Sega		| Sega Megadrive| 					|
| gg_samspir	|  	| Samurai Spirits (Jpn)					| gg_samsho	| 1994	| Takara	| Sega Game Gear| 					|
| tg_samuraig	|  	| Samurai-Ghost						| 		| 1992	| TTI		| TurboGrafx 16	| 					|
| md_sanguo	|  	| San Guo Zhi Lie Zhuan - Luan Shi Qun Ying (Chi)	| md_sangoret	| 199?	| <unknown>	| Sega Megadrive| 					|
| md_sanguo5	|  	| San Guo Zhi V (Chi)					| 		| 199?	| SKOB		| Sega Megadrive| 					|
| md_sansan	|  	| San San (Jpn)						| 		| 1994	| San San Co.	| Sega Megadrive| 					|
| sg1k_3ninmj	|  	| San-nin Mahjong (Jpn, OMV)				| sg1k_mahjong	| 1984	| Tsukuda Origin| Sega SG-1000	| 					|
| sg1k_3ninmjt	|  	| San-nin Mahjong (Tw)					| sg1k_mahjong	| 1984?	| Aaronix	| Sega SG-1000	| 					|
| sandscrp	|  	| Sand Scorpion						| 		| 1992	| Face		| Miscellaneous	| 					|
| sandscrpb	|  	| Sand Scorpion (Chinese Title Screen, Revised Hardware)| sandscrp	| 1992	| Face		| Miscellaneous	| 					|
| sandscrpa	|  	| Sand Scorpion (Earlier)				| sandscrp	| 1992	| Face		| Miscellaneous	| 					|
| sms_sangoku3	|  	| Sangokushi 3 (Kor)					| 		| 1994	| Game Line	| Sega Master Sy| 					|
| wofa		|  	| Sangokushi II (921005 Asia)				| wof		| 1992	| Capcom	| CPS1 / QSound	| 					|
| wofah		|  	| Sangokushi II (hack set 1, 921005 Asia)		| wof		| 1992	| hack		| CPS1 / QSound	| 					|
| wofaha	|  	| Sangokushi II (hack set 2, 921005 Asia)		| wof		| 1992	| hack		| CPS1 / QSound	| 					|
| wofahb	|  	| Sangokushi II (hack set 3, 921005 Asia)		| wof		| 1992	| hack		| CPS1 / QSound	| 					|
| md_sangoku2	|  	| Sangokushi II (Jpn)					| md_roman3k2	| 1991	| Koei		| Sega Megadrive| 					|
| wofhfh	|  	| Sangokushi II: Huo Fenghuang (Chinese bootleg, 921005 | wof		| 1992	| bootleg	| CPS1		| 					|
| wof3js	|  	| Sangokushi II: San Jian Sheng (Chinese bootleg set 1, | wof		| 1992	| bootleg	| CPS1		| 					|
| wof3jsa	|  	| Sangokushi II: San Jian Sheng (Chinese bootleg set 2, | wof		| 1992	| bootleg	| CPS1		| 					|
| wof3sj	|  	| Sangokushi II: San Sheng Jian (Chinese bootleg set 1, | wof		| 1992	| bootleg	| CPS1		| 					|
| wof3sja	|  	| Sangokushi II: San Sheng Jian (Chinese bootleg set 2, | wof		| 1992	| bootleg	| CPS1		| 					|
| wofh		|  	| Sangokushi II: Sanguo Yingxiong Zhuan (Chinese bootleg| wof		| 1992	| bootleg	| CPS1		| 					|
| wofha		|  	| Sangokushi II: Sanguo Yingxiong Zhuan (Chinese bootleg| wof		| 1992	| bootleg	| CPS1		| 					|
| sgyxz		|  	| Sangokushi II: Sanguo Yingxiong Zhuan (Chinese bootleg| wof		| 1992	| bootleg	| CPS1		| 					|
| wofsj		|  	| Sangokushi II: Sheng Jian Sanguo (Chinese bootleg set | wof		| 1992	| bootleg	| CPS1		| 					|
| wofsja	|  	| Sangokushi II: Sheng Jian Sanguo (Chinese bootleg set | wof		| 1992	| bootleg	| CPS1		| 					|
| wofsjb	|  	| Sangokushi II: Sheng Jian Sanguo (Chinese bootleg set | wof		| 1992	| bootleg	| CPS1		| No sound				|
| md_sangoku3	|  	| Sangokushi III (Jpn)					| md_roman3k3	| 1992	| Koei		| Sega Megadrive| 					|
| md_sangoret	|  	| Sangokushi Retsuden - Ransei no Eiyuutachi (Jpn)	| 		| 1991	| Sega		| Sega Megadrive| 					|
| ssanchan	|  	| Sanrin San Chan (Japan)				| spatter	| 1984	| Sega		| System 1	| 					|
| pce_santatlantean|  	| Santatlantean						| 		| 2014	| Aetherbyte	| PC Engine	| 					|
| sms_sapomestr	|  	| Sapo Xule - O Mestre do Kung Fu (Bra)			| sms_kungfuk	| 1995	| Tec Toy	| Sega Master Sy| 					|
| sms_sapoxule	|  	| Sapo Xule vs. Os Invasores do Brejo (Bra)		| sms_psychof	| 1995	| Tec Toy	| Sega Master Sy| 					|
| searcharj	|  	| SAR - Search And Rescue (Japan)			| searchar	| 1989	| SNK		| Miscellaneous	| 					|
